date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,pune_commercial_space
2020-07-25,6467.43,1344.31,6017.14,2643.82,2502.63,571.42,672.8,3531.45,5748.58,4598.93,1201.47,590.57,1159.07,17.61,19.69,21.04,11.88,652.48,589.91,328.21,400.65,4847.73,5319.11,6583.21
2020-07-26,6326.84,1340.38,5810.49,2691.59,2473.3,568.66,653.3,3537.38,5814.2,4715.98,1205.02,582.57,1216.54,17.58,19.73,20.92,11.87,661.55,599.76,336.8,390.64,4882.25,5235.56,6554.68
2020-07-27,6583.99,1321.38,5850.92,2625.72,2453.18,565.18,670.61,3393.67,5849.41,4763.81,1219.63,616.4,1240.81,17.61,19.76,20.96,11.86,660.24,583.44,343.29,399.67,4956.87,5205.18,6626.04
2020-07-28,6533.77,1362.16,5869.96,2599.48,2448.06,572.78,671.74,3527.02,5770.64,4773.84,1204.16,593.38,1199.47,17.65,19.74,21.04,11.89,639.01,578.53,340.21,389.91,4868.45,5258.27,6605.76
2020-07-29,6396.41,1356.26,6029.66,2639.62,2489.69,552.66,662.02,3475.34,5773.41,4766.52,1210.14,589.63,1215.89,17.64,19.7,20.98,11.88,649.66,582.61,342.06,396.39,4882.63,5333.24,6590.15
2020-07-30,6309.16,1326.52,5993.89,2629.92,2457.81,571.49,673.47,3498.86,5713.52,4690.76,1178.46,598.74,1227.11,17.62,19.76,21.03,11.89,629.81,583.27,335.61,403.65,4880.76,5297.1,6589.72
2020-07-31,6259.42,1311.17,5799.88,2690.74,2468.52,569.07,659.61,3431.46,5817.6,4616.01,1195.12,614.92,1234.37,17.64,19.72,20.98,11.87,637.29,588.85,341.73,382.44,4885.77,5263.86,6597.86
2020-08-01,6340.86,1351.96,5861.72,2707.28,2438.36,583.54,661.03,3465.43,5750.26,4808.61,1195.6,599.52,1224.41,17.64,19.72,21.04,11.88,652.91,582.74,327.04,396.67,4920.33,5397.06,6616.35
2020-08-02,6515.73,1344.12,5772.7,2612.16,2466.34,584.12,687.33,3483.84,5741.11,4810.56,1186.36,604.25,1212.4,17.63,19.76,21.0,11.9,630.97,586.99,318.02,395.19,4873.49,5294.25,6581.51
2020-08-03,6497.32,1343.94,5962.22,2666.73,2552.46,574.29,664.11,3521.7,5803.55,4866.46,1198.7,610.14,1188.57,17.62,19.76,21.04,11.89,639.77,586.68,301.12,407.9,4855.63,5295.83,6589.8
2020-08-04,6609.32,1316.04,5802.29,2675.61,2482.66,565.98,680.53,3544.96,5759.05,4793.17,1185.54,613.61,1230.19,17.66,19.74,21.06,11.89,621.69,578.59,346.81,396.78,4838.98,5285.31,6603.4
2020-08-05,6534.83,1353.19,5923.6,2639.03,2487.42,563.83,692.26,3482.08,5775.89,4729.84,1177.4,590.91,1224.7,17.68,19.74,21.08,11.87,641.51,586.44,344.56,399.97,4893.44,5252.79,6597.82
2020-08-06,6333.88,1358.36,5883.24,2628.82,2489.53,574.07,678.48,3393.94,5856.96,4795.26,1221.68,602.41,1203.2,17.64,19.74,21.11,11.92,632.39,583.24,316.34,392.2,4884.36,5311.67,6605.48
2020-08-07,6331.99,1350.93,5852.02,2703.2,2439.8,576.8,682.65,3581.7,5787.12,4698.2,1237.4,620.85,1232.23,17.64,19.78,21.12,11.91,615.18,586.17,341.92,404.94,4851.08,5366.61,6617.19
2020-08-08,6640.17,1360.9,5977.44,2750.57,2455.6,568.2,670.85,3535.3,5706.1,4689.37,1200.38,608.85,1236.18,17.66,19.78,21.12,11.9,638.26,581.3,331.68,392.73,4903.8,5293.63,6605.37
2020-08-09,6620.97,1353.75,5803.13,2667.29,2484.48,568.58,675.44,3593.54,5865.69,4677.91,1206.3,590.7,1232.64,17.69,19.83,21.13,11.9,643.77,588.9,310.91,396.26,4924.13,5458.19,6610.92
2020-08-10,6388.38,1349.03,5869.41,2629.18,2435.59,577.74,679.57,3553.56,5787.76,4644.73,1195.57,601.34,1221.16,17.68,19.8,21.07,11.93,635.23,589.45,316.91,398.23,4951.49,5323.84,6596.66
2020-08-11,6514.42,1351.77,5787.7,2628.77,2470.21,569.37,683.42,3482.62,5752.05,4799.59,1211.63,619.02,1213.78,17.68,19.8,21.13,11.9,647.88,584.56,350.71,389.56,4937.42,5394.48,6640.21
2020-08-12,6274.62,1338.17,5899.61,2703.61,2467.92,585.64,698.04,3531.38,5781.31,4826.45,1206.2,603.35,1229.5,17.68,19.79,21.2,11.92,627.88,598.39,341.68,407.62,4894.27,5278.34,6592.86
2020-08-13,6495.19,1349.48,5783.69,2684.92,2508.25,585.84,683.85,3484.1,5720.14,4761.61,1238.15,617.19,1246.91,17.66,19.79,21.1,11.92,663.89,596.48,349.51,397.38,4868.8,5396.79,6634.58
2020-08-14,6306.09,1376.37,5929.4,2634.97,2447.93,577.19,702.64,3436.03,5936.86,4675.41,1239.5,607.78,1233.59,17.68,19.82,21.08,11.94,639.22,579.77,341.27,404.19,4880.97,5329.28,6634.14
2020-08-15,6350.61,1358.85,5846.24,2703.99,2471.51,584.51,664.43,3513.66,5831.41,4805.34,1224.02,595.97,1245.4,17.69,19.8,21.13,11.91,653.63,591.82,354.73,396.94,4877.69,5280.45,6640.99
2020-08-16,6507.88,1369.79,5865.0,2689.71,2542.41,569.96,691.18,3569.15,5758.16,4671.28,1194.06,610.85,1215.37,17.7,19.83,21.12,11.92,652.64,590.28,355.2,406.85,4944.4,5329.32,6641.57
2020-08-17,6517.68,1331.84,5759.33,2630.38,2471.67,583.87,685.88,3489.1,5875.28,4964.96,1182.79,618.09,1224.06,17.7,19.83,21.11,11.95,662.42,598.8,327.42,403.32,4913.79,5375.18,6604.13
2020-08-18,6618.59,1333.75,5995.32,2655.02,2418.02,579.73,686.24,3480.28,5673.79,4863.99,1182.75,611.1,1209.18,17.7,19.79,21.18,11.95,638.73,583.95,333.34,395.9,4921.91,5324.03,6644.78
2020-08-19,6521.39,1345.64,5887.86,2650.64,2504.34,595.0,680.7,3499.07,5842.71,4717.81,1207.93,621.42,1266.15,17.73,19.79,21.08,11.97,661.71,589.58,331.95,397.11,4855.54,5305.39,6644.86
2020-08-20,6620.01,1354.07,5937.64,2657.54,2472.86,597.62,657.47,3489.38,5796.63,4786.95,1245.75,631.11,1201.71,17.69,19.91,21.1,11.96,635.92,600.67,346.87,406.46,4881.19,5388.5,6640.65
2020-08-21,6511.38,1360.41,5993.98,2667.21,2525.25,572.88,686.53,3470.63,5800.66,4724.2,1245.05,623.89,1235.33,17.73,19.8,21.17,11.96,669.61,586.28,338.26,405.58,4948.91,5327.91,6647.2
2020-08-22,6602.8,1352.32,5944.85,2660.25,2498.5,572.94,685.76,3519.0,5889.02,4855.61,1204.01,617.13,1253.49,17.73,19.88,21.16,11.9,650.36,588.19,343.21,396.03,4914.88,5333.6,6641.85
2020-08-23,6489.87,1373.25,6048.38,2731.79,2479.74,588.25,683.72,3497.56,5778.8,4738.6,1226.09,629.49,1212.33,17.74,19.85,21.15,11.96,656.34,592.04,332.59,409.64,4888.19,5304.48,6671.31
2020-08-24,6520.23,1352.71,6034.89,2721.39,2475.52,585.34,681.03,3406.66,5881.33,4655.81,1237.89,598.88,1242.39,17.74,19.88,21.19,11.95,638.25,580.37,325.25,408.07,4906.98,5344.85,6676.1
2020-08-25,6442.43,1393.07,5812.47,2727.43,2509.71,565.4,684.11,3548.84,5804.11,4849.14,1245.13,618.15,1247.93,17.69,19.87,21.23,11.96,645.41,593.73,343.96,427.06,4968.14,5417.26,6658.62
2020-08-26,6377.91,1362.65,5780.0,2609.74,2523.26,588.92,653.99,3554.92,5938.39,4807.55,1210.99,621.03,1267.92,17.74,19.88,21.22,11.96,644.09,591.82,327.82,398.5,4832.95,5363.82,6679.56
2020-08-27,6585.94,1358.41,5798.08,2765.04,2523.92,587.61,691.55,3451.58,5838.26,4869.35,1220.64,623.18,1229.32,17.75,19.85,21.16,11.96,649.69,584.26,347.55,412.32,4967.53,5430.94,6653.02
2020-08-28,6452.95,1380.61,5982.72,2684.84,2502.49,583.03,685.64,3495.37,5876.82,4933.18,1236.88,620.74,1279.72,17.79,19.9,21.21,11.97,649.26,588.19,340.08,406.41,4810.73,5391.35,6671.44
2020-08-29,6536.93,1386.24,5896.12,2647.6,2536.21,558.97,679.61,3706.14,5910.81,4763.56,1209.15,604.88,1201.66,17.75,19.88,21.16,11.95,634.84,603.37,365.0,385.33,4953.39,5437.24,6694.64
2020-08-30,6703.21,1352.36,5991.21,2685.69,2484.45,569.31,678.08,3489.35,5863.02,4895.71,1201.95,620.22,1219.95,17.74,19.88,21.2,11.95,653.1,598.19,335.17,411.29,5028.75,5387.01,6670.83
2020-08-31,6736.78,1374.68,5969.35,2668.66,2551.37,578.05,687.77,3550.05,5987.01,4985.29,1278.46,602.14,1206.41,17.74,19.91,21.19,11.95,674.63,611.01,354.57,405.89,4907.91,5332.55,6675.71
2020-09-01,6583.43,1344.8,5916.28,2714.46,2546.12,599.38,687.55,3488.12,5842.29,4829.73,1202.72,628.6,1241.34,17.77,19.93,21.3,11.98,666.89,586.92,345.78,392.71,4895.42,5379.65,6683.51
2020-09-02,6366.77,1419.19,5839.28,2711.46,2479.04,580.52,680.48,3557.28,5922.0,4860.95,1229.46,611.88,1232.15,17.76,19.88,21.23,11.95,668.69,587.96,335.08,419.07,4909.43,5382.02,6669.32
2020-09-03,6596.31,1385.58,6055.43,2670.41,2557.32,577.31,706.27,3610.07,5809.62,4725.35,1237.51,609.36,1238.46,17.77,19.86,21.23,11.98,672.93,594.77,340.56,406.98,4925.29,5413.02,6698.99
2020-09-04,6566.84,1358.88,5981.85,2660.95,2521.35,573.31,669.97,3550.63,5765.99,4900.29,1221.19,618.64,1244.18,17.79,19.91,21.22,12.0,662.81,587.7,361.22,413.46,4978.07,5302.25,6719.74
2020-09-05,6701.07,1322.7,6062.52,2753.54,2516.44,579.84,683.4,3558.17,5953.04,4887.13,1208.79,602.52,1266.56,17.78,20.02,21.2,11.99,649.91,602.98,348.33,369.64,4939.91,5422.56,6682.68
2020-09-06,6755.94,1396.13,6026.95,2720.77,2514.86,589.36,695.62,3506.55,5891.16,4756.44,1198.42,631.87,1261.55,17.77,19.98,21.22,11.97,663.94,610.78,327.88,399.06,4886.43,5396.6,6707.49
2020-09-07,6434.66,1375.54,5918.77,2762.04,2493.01,593.08,696.59,3366.74,5750.0,4818.74,1241.4,604.45,1298.35,17.76,19.96,21.22,11.97,656.39,606.05,345.19,386.71,4964.88,5377.39,6680.92
2020-09-08,6735.37,1397.75,5925.82,2674.51,2518.96,582.58,676.53,3547.67,5888.35,4752.04,1227.09,616.66,1215.66,17.81,19.89,21.23,11.97,663.59,610.23,325.8,386.87,4958.0,5455.98,6710.54
2020-09-09,6443.66,1335.26,5949.63,2673.6,2492.43,582.81,685.53,3520.67,5860.27,4753.84,1258.94,626.19,1257.28,17.81,19.99,21.31,12.0,649.41,602.42,371.09,403.02,4899.1,5388.56,6720.73
2020-09-10,6772.79,1385.68,6071.07,2686.44,2522.39,588.84,701.4,3521.0,5932.77,4839.22,1280.17,598.67,1244.18,17.81,19.94,21.29,11.97,633.64,607.53,319.79,405.68,4946.18,5335.66,6720.67
2020-09-11,6653.79,1374.64,5900.39,2813.64,2487.97,574.64,701.62,3446.47,5881.37,4964.49,1242.93,638.19,1267.53,17.81,19.94,21.27,11.99,642.83,600.15,357.07,406.92,4949.3,5412.76,6714.83
2020-09-12,6643.9,1382.36,6035.49,2708.69,2499.12,596.84,693.79,3613.2,5887.91,4703.73,1235.45,614.09,1257.78,17.81,19.95,21.31,12.02,656.41,597.64,358.3,384.03,4887.79,5366.7,6706.19
2020-09-13,6607.83,1403.77,5978.01,2685.07,2499.98,588.14,691.45,3602.08,6014.27,4764.85,1287.1,620.51,1222.09,17.82,20.01,21.33,11.99,653.93,594.18,360.9,381.38,4935.39,5502.25,6700.64
2020-09-14,6799.49,1384.39,5928.7,2721.86,2498.56,584.9,700.96,3470.38,5962.54,4992.53,1245.98,620.18,1251.35,17.81,19.97,21.24,12.03,657.31,612.98,348.13,407.17,4957.37,5478.57,6714.11
2020-09-15,6481.22,1420.31,6295.03,2655.83,2486.49,586.28,672.2,3451.47,5840.57,4995.71,1247.25,633.19,1219.22,17.8,20.01,21.35,12.0,672.83,595.0,358.22,391.21,4897.84,5395.51,6708.31
2020-09-16,6245.15,1397.69,5896.53,2688.96,2519.87,589.81,691.21,3526.17,5864.14,5059.1,1241.72,621.49,1277.78,17.84,19.98,21.29,12.0,645.65,606.04,329.06,373.49,4933.94,5401.2,6738.62
2020-09-17,6484.37,1404.31,5922.7,2697.05,2551.25,595.22,685.31,3510.54,5930.64,4894.09,1246.58,613.73,1247.6,17.84,20.02,21.34,12.01,653.74,595.34,346.06,388.05,4917.3,5399.07,6756.12
2020-09-18,6525.89,1425.94,6078.81,2696.09,2500.9,598.83,679.11,3646.51,5870.66,4535.71,1252.74,612.96,1265.29,17.81,20.02,21.32,11.99,655.56,598.72,351.58,386.82,4937.96,5338.59,6741.45
2020-09-19,6399.63,1426.38,6083.98,2736.63,2546.9,589.91,686.85,3555.96,5832.91,4820.63,1202.17,613.78,1243.25,17.82,19.97,21.34,12.01,657.55,600.39,334.99,389.0,4958.65,5332.24,6736.2
2020-09-20,6895.08,1357.7,5960.74,2775.77,2491.03,602.43,663.48,3617.65,6031.71,5048.27,1249.23,630.26,1247.26,17.87,19.99,21.31,12.0,664.53,606.6,342.04,399.56,4935.26,5414.44,6764.61
2020-09-21,6768.57,1371.93,6090.66,2678.6,2519.97,589.75,705.19,3681.3,5942.42,4996.53,1216.59,615.14,1269.18,17.85,19.97,21.28,12.01,637.84,595.47,341.61,401.97,4905.14,5333.61,6736.22
2020-09-22,6556.74,1402.75,5975.33,2714.86,2509.56,604.32,676.86,3591.26,5917.91,4830.49,1204.37,617.77,1255.12,17.87,20.0,21.29,12.02,649.4,602.69,331.41,413.45,4969.13,5375.66,6737.01
2020-09-23,6533.45,1425.37,5890.5,2720.15,2534.77,602.37,715.12,3587.44,5800.09,4799.81,1253.74,598.32,1233.67,17.85,20.01,21.35,12.05,669.72,603.59,340.87,401.58,4966.05,5414.19,6749.75
2020-09-24,6623.1,1402.98,6066.85,2722.93,2560.52,587.65,673.82,3605.61,5882.67,4963.84,1294.05,649.18,1264.16,17.86,20.02,21.31,12.01,670.98,605.11,363.06,392.95,4936.42,5378.11,6757.67
2020-09-25,6416.4,1403.89,6093.44,2728.89,2538.88,589.1,697.55,3532.03,6001.51,4735.32,1235.7,603.15,1268.27,17.87,20.07,21.35,12.04,652.56,607.72,372.31,392.52,4937.15,5409.82,6750.81
2020-09-26,6520.16,1395.09,6136.23,2741.26,2467.35,590.4,660.46,3585.25,5910.63,4744.89,1226.38,605.22,1277.39,17.84,20.03,21.35,12.01,673.75,600.08,367.06,390.74,5007.96,5383.14,6751.33
2020-09-27,6803.11,1391.86,5975.56,2754.78,2493.02,608.91,712.06,3539.98,6047.93,4862.11,1249.59,616.2,1251.75,17.88,20.01,21.37,12.04,639.5,612.17,327.65,412.51,4967.9,5395.92,6740.15
2020-09-28,6775.62,1422.02,5979.43,2716.64,2553.31,578.83,680.85,3478.4,6069.3,4910.28,1236.71,608.55,1247.66,17.87,20.05,21.35,12.05,655.44,605.12,370.57,391.2,4932.71,5356.27,6737.2
2020-09-29,6783.46,1420.78,5821.66,2793.35,2514.03,606.39,682.2,3558.73,5892.21,5045.62,1276.0,597.52,1274.56,17.87,20.04,21.41,12.02,652.41,605.6,348.95,397.0,4974.95,5399.22,6776.2
2020-09-30,6845.16,1393.37,6249.89,2765.52,2506.56,582.21,703.59,3536.63,5936.02,5094.29,1242.85,628.55,1248.09,17.88,20.02,21.41,12.04,666.03,592.61,332.39,410.35,4969.54,5399.76,6749.77
2020-10-01,6667.54,1388.48,5945.23,2796.61,2558.55,582.46,671.77,3571.39,6142.32,4870.67,1266.7,609.96,1268.93,17.88,20.05,21.44,12.04,685.76,606.12,321.88,409.21,4973.2,5408.7,6789.21
2020-10-02,6733.25,1400.58,6107.51,2726.43,2541.77,598.65,690.05,3628.17,5932.0,4903.48,1267.07,640.96,1245.32,17.87,20.08,21.44,12.04,655.95,600.63,352.3,396.01,4874.8,5440.1,6787.2
2020-10-03,6766.13,1364.87,6081.67,2737.69,2576.05,590.73,700.64,3560.39,5999.78,4962.62,1205.79,620.52,1269.35,17.87,20.05,21.4,12.04,652.5,606.64,377.12,405.1,4949.58,5414.81,6804.98
2020-10-04,7025.79,1412.84,6060.51,2833.14,2541.22,586.35,698.58,3542.6,5901.11,4978.58,1283.87,624.3,1266.26,17.89,20.05,21.4,12.1,639.79,610.51,371.94,407.22,4968.1,5415.15,6779.5
2020-10-05,6910.0,1393.27,6160.11,2759.43,2581.35,600.37,705.16,3573.98,6003.7,4979.14,1243.91,613.79,1259.3,17.92,20.05,21.42,12.07,662.79,594.35,327.77,402.71,4969.88,5415.54,6815.01
2020-10-06,6802.83,1421.66,6125.77,2777.62,2541.53,597.76,718.39,3574.44,6006.32,4820.56,1268.49,614.34,1308.57,17.92,20.11,21.41,12.04,668.93,610.7,373.47,414.64,5005.54,5405.86,6779.55
2020-10-07,6840.07,1421.23,6020.96,2716.0,2545.98,592.38,707.91,3571.25,6045.75,4896.17,1253.51,631.77,1293.44,17.89,20.11,21.43,12.09,664.68,616.11,351.97,403.26,5070.89,5417.09,6772.52
2020-10-08,7053.59,1371.47,5945.13,2777.39,2505.83,604.74,700.67,3640.76,5984.27,4887.31,1269.67,628.46,1288.31,17.89,20.11,21.39,12.07,661.23,608.68,380.61,397.71,4962.18,5520.48,6822.46
2020-10-09,6779.54,1391.69,6086.96,2748.92,2524.35,590.0,713.39,3623.35,6017.35,4898.53,1289.69,646.88,1265.56,17.94,20.12,21.45,12.07,652.38,608.58,344.62,409.89,4975.98,5374.3,6836.21
2020-10-10,7099.3,1393.97,6171.13,2817.91,2540.38,570.05,708.49,3564.51,5956.94,5106.15,1253.7,641.43,1319.59,17.93,20.1,21.42,12.05,669.95,612.07,321.6,422.29,4949.75,5474.63,6816.45
2020-10-11,6955.22,1427.68,6144.35,2792.71,2506.13,589.38,680.89,3558.92,5956.66,4913.09,1277.83,626.98,1272.61,17.95,20.14,21.47,12.04,673.4,607.22,339.06,404.34,4986.31,5512.48,6803.72
2020-10-12,6785.5,1432.19,6073.79,2688.79,2516.53,591.68,702.61,3723.47,5987.69,4999.36,1274.09,616.53,1271.65,17.91,20.05,21.49,12.06,644.8,592.86,326.84,413.2,5003.26,5400.86,6821.3
2020-10-13,6784.25,1407.53,6130.3,2797.24,2532.16,604.91,701.35,3599.61,6016.84,4954.6,1250.17,640.14,1262.53,17.95,20.18,21.47,12.07,678.33,612.58,366.49,399.79,5003.41,5474.4,6815.15
2020-10-14,6946.32,1391.48,6292.25,2794.1,2531.53,588.15,686.11,3692.44,6104.77,4752.73,1271.13,619.23,1278.31,17.95,20.11,21.43,12.07,636.61,607.15,362.23,392.31,4960.62,5430.3,6824.74
2020-10-15,6915.65,1378.46,6209.85,2722.86,2500.02,605.88,685.85,3530.57,5943.82,4906.12,1271.27,631.66,1265.77,17.93,20.08,21.5,12.06,684.96,612.37,338.06,395.76,4978.9,5421.18,6809.54
2020-10-16,6926.75,1401.6,6209.13,2749.63,2532.58,604.77,675.8,3631.75,5971.58,4979.01,1263.15,631.75,1291.77,17.95,20.1,21.53,12.07,661.98,607.26,369.36,386.54,5001.87,5439.78,6887.36
2020-10-17,6791.2,1393.25,6025.88,2755.12,2569.44,596.38,693.27,3602.12,5990.71,5086.02,1252.47,630.11,1283.14,17.98,20.18,21.47,12.12,656.75,609.75,336.6,419.27,5017.79,5468.62,6818.13
2020-10-18,7086.66,1411.52,6255.76,2728.0,2547.19,603.98,717.52,3661.94,6053.9,4913.62,1264.36,609.47,1307.69,17.95,20.17,21.51,12.09,657.13,607.2,347.88,403.04,4938.26,5480.34,6855.35
2020-10-19,6991.88,1400.21,6194.68,2697.9,2583.16,603.41,718.51,3644.08,6117.64,5094.75,1217.51,636.37,1253.66,17.93,20.15,21.49,12.1,691.7,613.0,349.43,400.83,5027.49,5397.09,6842.28
2020-10-20,6879.33,1413.48,5995.65,2787.41,2535.48,593.25,698.65,3712.12,5924.55,4928.8,1263.45,621.66,1279.86,17.94,20.17,21.54,12.07,669.06,623.16,356.12,398.79,4959.11,5407.93,6852.33
2020-10-21,6813.76,1402.0,6114.57,2807.15,2550.02,609.97,692.81,3581.54,6084.48,4991.76,1258.69,631.72,1277.92,17.94,20.16,21.49,12.1,660.84,602.7,383.24,397.39,5048.57,5493.77,6862.32
2020-10-22,6730.08,1408.05,6039.93,2780.11,2575.03,616.18,709.12,3602.83,6032.22,4906.51,1232.27,615.89,1280.78,17.99,20.18,21.48,12.12,667.82,619.59,369.09,398.69,5007.44,5387.73,6817.81
2020-10-23,6984.79,1442.8,6206.01,2765.02,2539.27,598.72,714.84,3669.78,5978.64,4994.76,1244.24,613.15,1298.64,17.97,20.13,21.51,12.1,641.17,611.9,376.13,401.47,4932.53,5526.24,6828.31
2020-10-24,7193.29,1425.38,6106.6,2789.53,2576.97,598.76,691.17,3719.38,6176.39,5049.07,1271.05,637.99,1287.88,18.01,20.14,21.51,12.13,668.9,610.77,337.71,398.3,5011.8,5558.71,6881.05
2020-10-25,7116.53,1394.53,6174.68,2715.04,2608.06,579.7,703.9,3667.72,6125.14,5041.67,1260.75,631.85,1312.91,17.95,20.16,21.58,12.1,678.66,614.93,362.89,413.11,5034.43,5506.54,6863.23
2020-10-26,6881.07,1369.24,6136.95,2691.94,2576.32,613.31,727.05,3527.16,6024.07,4965.55,1251.5,625.04,1325.19,18.01,20.22,21.51,12.1,666.72,605.14,356.57,420.99,5037.83,5462.51,6869.89
2020-10-27,7032.65,1416.64,6131.83,2801.11,2556.38,582.56,715.98,3577.5,6129.0,4945.23,1228.0,621.55,1328.33,18.0,20.22,21.55,12.11,682.27,619.63,342.13,405.9,4959.25,5491.34,6865.82
2020-10-28,6781.51,1421.26,6233.92,2744.63,2568.12,615.03,707.98,3591.75,5983.94,5051.76,1234.89,647.37,1289.96,17.97,20.21,21.5,12.13,652.19,624.51,337.23,415.23,5074.07,5548.52,6874.63
2020-10-29,6973.31,1446.2,6249.4,2862.19,2621.31,587.89,721.38,3707.36,6083.03,5027.04,1262.81,642.26,1308.29,18.01,20.01,21.55,12.15,644.82,612.23,333.38,411.21,5023.73,5542.64,6879.18
2020-10-30,7143.76,1430.32,6121.46,2820.24,2596.68,610.91,709.4,3569.3,6121.97,5027.27,1302.76,630.91,1266.17,17.98,20.03,21.48,12.12,647.1,613.25,339.61,399.86,5024.95,5435.64,6885.3
2020-10-31,6966.91,1363.9,6217.32,2799.37,2542.72,609.86,715.42,3716.64,6068.16,4963.58,1223.67,642.33,1313.47,18.03,20.05,21.55,12.12,650.06,623.59,358.88,401.18,4997.79,5489.55,6869.09
2020-11-01,6987.99,1430.19,6121.6,2901.09,2561.6,591.54,700.39,3593.61,6031.11,5214.76,1295.09,616.72,1288.09,18.01,20.08,21.54,12.12,662.89,610.44,373.02,409.83,5011.44,5485.64,6862.42
2020-11-02,7039.69,1412.19,6175.99,2814.05,2571.16,609.4,714.6,3702.21,5974.0,5170.53,1280.11,613.07,1310.5,18.02,20.07,21.63,12.15,685.82,612.98,362.43,414.51,5062.84,5505.14,6887.1
2020-11-03,6540.86,1441.9,6110.41,2791.47,2574.77,608.59,717.92,3865.69,5981.05,5010.63,1268.15,634.47,1252.6,18.0,20.02,21.55,12.09,688.12,623.11,353.81,402.82,5019.06,5500.43,6873.37
2020-11-04,7021.07,1431.1,6260.41,2886.57,2571.82,598.07,717.79,3860.75,6034.45,5045.24,1234.16,616.23,1318.56,18.0,20.13,21.55,12.14,645.03,619.55,397.45,408.27,5062.73,5505.98,6885.32
2020-11-05,7084.23,1402.54,6072.62,2901.36,2552.27,597.79,695.77,3674.85,6153.72,4937.48,1222.23,628.97,1325.14,18.04,20.18,21.49,12.11,672.2,616.96,347.59,411.78,5007.23,5463.92,6877.26
2020-11-06,7009.0,1406.46,6153.73,2875.41,2572.7,607.99,702.06,3738.31,6065.28,5109.69,1272.65,622.85,1276.53,18.05,20.12,21.64,12.13,668.4,617.68,391.41,397.95,4993.5,5549.91,6862.7
2020-11-07,7186.4,1432.46,6241.92,2744.44,2569.75,611.87,712.59,3641.92,6132.78,5145.11,1282.62,629.64,1291.74,18.06,20.11,21.57,12.15,673.22,612.65,385.25,408.92,4964.09,5540.75,6896.45
2020-11-08,6744.65,1430.64,6199.88,2813.69,2568.43,613.29,684.49,3775.96,6124.48,5112.76,1291.66,626.94,1280.59,18.05,20.13,21.57,12.17,663.09,621.31,358.99,416.3,5084.38,5487.4,6905.84
2020-11-09,6998.85,1463.9,6220.34,2851.05,2574.23,601.7,695.21,3681.67,6191.15,5054.01,1289.29,652.89,1300.93,18.06,20.14,21.51,12.15,681.43,611.67,335.65,407.63,5013.93,5525.73,6884.28
2020-11-10,6946.23,1398.99,6156.18,2854.29,2576.01,611.04,700.97,3698.7,6199.83,5052.49,1306.17,640.63,1313.47,18.04,20.16,21.63,12.14,664.74,620.74,358.84,402.31,5001.06,5501.88,6899.61
2020-11-11,7158.92,1417.05,6087.33,2860.45,2589.09,604.03,711.84,3697.53,5941.36,4884.2,1260.51,647.4,1310.82,18.08,20.11,21.59,12.15,661.27,627.46,330.21,410.99,5041.85,5537.67,6924.1
2020-11-12,6976.07,1429.3,6257.75,2750.4,2617.0,613.63,697.05,3688.56,6127.56,4959.18,1258.71,629.84,1292.03,18.04,20.11,21.62,12.15,661.15,637.12,363.53,415.73,5062.95,5502.45,6931.76
2020-11-13,7027.04,1409.9,6203.23,2840.25,2585.28,607.54,733.69,3663.99,6150.95,5178.13,1276.19,627.64,1279.28,18.06,20.12,21.59,12.17,681.81,611.92,331.8,413.46,5078.14,5502.49,6903.08
2020-11-14,6942.73,1442.4,6222.7,2786.37,2589.96,606.95,695.26,3692.46,6122.35,4957.91,1320.09,661.46,1265.92,18.03,20.18,21.64,12.17,654.83,608.0,350.12,418.91,5044.56,5459.88,6942.02
2020-11-15,6720.12,1435.56,6191.58,2845.21,2594.78,606.36,735.82,3744.1,6179.33,5048.19,1297.22,615.76,1263.04,18.08,20.18,21.66,12.17,665.38,608.19,340.07,415.28,5057.29,5517.46,6926.89
2020-11-16,7103.75,1443.32,6152.44,2886.88,2599.87,599.7,720.15,3711.66,6235.79,4917.73,1245.26,633.43,1325.84,18.1,20.08,21.63,12.15,658.48,618.01,385.97,434.72,5011.83,5496.64,6944.99
2020-11-17,7147.21,1445.9,6174.66,2766.57,2549.24,620.39,723.34,3652.71,6056.55,4912.49,1292.11,648.33,1263.74,18.08,20.19,21.67,12.17,676.43,604.12,349.37,411.63,5038.72,5554.51,6938.58
2020-11-18,7127.1,1458.36,6274.47,2862.88,2588.15,606.57,722.5,3733.3,6166.77,5051.86,1250.27,632.64,1301.04,18.07,20.18,21.61,12.16,682.76,619.83,362.1,412.09,4973.19,5446.65,6950.4
2020-11-19,7141.92,1430.99,6209.01,2884.83,2590.48,607.65,713.4,3806.31,6205.0,5107.49,1291.89,642.59,1284.28,18.09,20.22,21.67,12.18,676.35,615.93,361.64,417.53,5041.23,5565.66,6944.54
